Node name,sub deadline ratio,DSP,Shared mem,Const mem,data mem
read_hidden_1_1x1_77_27,0.50,None,3,None,None
multiply_600000001193,0.41,2,None,None,None
add_600000001326,0.42,2,None,None,None
read_hidden_1_1x1_77_28,0.46,None,3,None,None
multiply_600000001194,0.30,2,None,None,None
add_600000001327,0.28,2,None,None,None
read_hidden_1_1x1_77_29,0.30,None,3,None,None
multiply_600000001195,0.48,2,None,None,None
add_600000001328,0.38,2,None,None,None
read_hidden_1_1x1_77_30,0.33,None,3,None,None
multiply_600000001196,0.14,2,None,None,None
add_600000001329,0.34,2,None,None,None
read_hidden_1_1x1_77_31,0.37,None,3,None,None
multiply_600000001197,0.39,2,None,None,None
add_600000001330,0.20,2,None,None,None
read_hidden_1_1x1_77_32,0.15,None,3,None,None
multiply_600000001198,0.35,2,None,None,None
add_600000001331,0.45,2,None,None,None
read_hidden_1_1x1_77_33,0.22,None,3,None,None
multiply_600000001199,0.26,2,None,None,None
add_600000001332,0.27,2,None,None,None
read_hidden_1_1x1_77_34,0.37,None,3,None,None
multiply_600000001200,0.21,2,None,None,None
add_600000001333,0.19,2,None,None,None
read_hidden_1_1x1_77_35,0.27,None,3,None,None
multiply_600000001201,0.34,2,None,None,None
add_600000001334,0.40,2,None,None,None
read_hidden_1_1x1_77_36,0.26,None,3,None,None
multiply_600000001202,0.33,2,None,None,None
add_600000001335,0.30,2,None,None,None
read_hidden_1_1x1_77_37,0.36,None,3,None,None
multiply_600000001203,0.10,2,None,None,None
add_600000001336,0.20,2,None,None,None
read_hidden_1_1x1_77_38,0.11,None,3,None,None
multiply_600000001204,0.34,2,None,None,None
add_600000001337,0.29,2,None,None,None
read_hidden_1_1x1_77_39,0.17,None,3,None,None
multiply_600000001205,0.35,2,None,None,None
add_600000001338,0.43,2,None,None,None
read_hidden_1_1x1_77_40,0.39,None,3,None,None
multiply_600000001206,0.10,2,None,None,None
add_600000001339,0.22,2,None,None,None
read_hidden_1_1x1_77_41,0.30,None,3,None,None
multiply_600000001207,0.26,2,None,None,None
add_600000001340,0.30,2,None,None,None
read_hidden_1_1x1_77_42,0.42,None,3,None,None
multiply_600000001208,0.30,2,None,None,None
add_600000001341,0.35,2,None,None,None
read_hidden_1_1x1_77_43,0.37,None,3,None,None
multiply_600000001209,0.27,2,None,None,None
add_600000001342,0.13,2,None,None,None
read_hidden_1_1x1_77_44,0.14,None,3,None,None
multiply_600000001210,0.26,2,None,None,None
add_600000001343,0.12,2,None,None,None
read_hidden_1_1x1_77_45,0.22,None,3,None,None
multiply_600000001211,0.23,2,None,None,None
add_600000001344,0.50,2,None,None,None
read_hidden_1_1x1_77_46,0.11,None,3,None,None
multiply_600000001212,0.34,2,None,None,None
add_600000001345,0.43,2,None,None,None
read_hidden_1_1x1_77_47,0.13,None,3,None,None
multiply_600000001213,0.30,2,None,None,None
add_600000001346,0.44,2,None,None,None
read_hidden_1_1x1_77_48,0.38,None,3,None,None
multiply_600000001214,0.16,2,None,None,None
add_600000001347,0.12,2,None,None,None
read_hidden_1_1x1_77_49,0.14,None,3,None,None
multiply_600000001215,0.23,2,None,None,None
add_600000001348,0.24,2,None,None,None
read_hidden_1_1x1_77_50,0.31,None,3,None,None
multiply_600000001216,0.25,2,None,None,None
add_600000001349,0.12,2,None,None,None
read_hidden_1_1x1_77_51,0.37,None,3,None,None
multiply_600000001217,0.30,2,None,None,None
add_600000001350,0.39,2,None,None,None
read_hidden_1_1x1_77_52,0.38,None,3,None,None
multiply_600000001218,0.28,2,None,None,None
add_600000001351,0.43,2,None,None,None
read_hidden_1_1x1_77_53,0.48,None,3,None,None
multiply_600000001219,0.14,2,None,None,None
add_600000001352,0.16,2,None,None,None
read_hidden_1_1x1_77_54,0.14,None,3,None,None
multiply_600000001220,0.27,2,None,None,None
add_600000001353,0.20,2,None,None,None
read_hidden_1_1x1_77_55,0.36,None,3,None,None
multiply_600000001221,0.25,2,None,None,None
add_600000001354,0.48,2,None,None,None
read_hidden_1_1x1_77_56,0.38,None,3,None,None
multiply_600000001222,0.44,2,None,None,None
add_600000001355,0.12,2,None,None,None
read_hidden_1_1x1_77_57,0.40,None,3,None,None
multiply_600000001223,0.46,2,None,None,None
add_600000001356,0.18,2,None,None,None
read_hidden_1_1x1_77_58,0.41,None,3,None,None
multiply_600000001224,0.13,2,None,None,None
add_600000001357,0.39,2,None,None,None
read_hidden_1_1x1_77_59,0.39,None,3,None,None
multiply_600000001225,0.24,2,None,None,None
add_600000001358,0.30,2,None,None,None
read_hidden_1_1x1_77_60,0.15,None,3,None,None
multiply_600000001226,0.47,2,None,None,None
add_600000001359,0.42,2,None,None,None
read_hidden_1_1x1_77_61,0.44,None,3,None,None
multiply_600000001227,0.24,2,None,None,None
add_600000001360,0.22,2,None,None,None
read_hidden_1_1x1_77_62,0.49,None,3,None,None
multiply_600000001228,0.13,2,None,None,None
add_600000001361,0.50,2,None,None,None
read_hidden_1_1x1_77_63,0.40,None,3,None,None
multiply_600000001229,0.19,2,None,None,None
add_600000001362,0.17,2,None,None,None
read_hidden_1_1x1_77_64,0.19,None,3,None,None
multiply_600000001230,0.45,2,None,None,None
add_600000001363,0.19,2,None,None,None
read_hidden_1_1x1_77_65,0.16,None,3,None,None
multiply_600000001231,0.11,2,None,None,None
add_600000001364,0.28,2,None,None,None
read_hidden_1_1x1_77_66,0.29,None,3,None,None
multiply_600000001232,0.34,2,None,None,None
add_600000001365,0.29,2,None,None,None
read_hidden_1_1x1_77_67,0.35,None,3,None,None
multiply_600000001233,0.44,2,None,None,None
add_600000001366,0.11,2,None,None,None
read_hidden_1_1x1_77_68,0.33,None,3,None,None
multiply_600000001234,0.38,2,None,None,None
add_600000001367,0.43,2,None,None,None
read_hidden_1_1x1_77_69,0.24,None,3,None,None
multiply_600000001235,0.20,2,None,None,None
add_600000001368,0.33,2,None,None,None
read_hidden_1_1x1_77_70,0.49,None,3,None,None
multiply_600000001236,0.33,2,None,None,None
add_600000001369,0.11,2,None,None,None
read_hidden_1_1x1_77_71,0.48,None,3,None,None
multiply_600000001237,0.20,2,None,None,None
add_600000001370,0.33,2,None,None,None
read_hidden_1_1x1_77_72,0.36,None,3,None,None
multiply_600000001238,0.20,2,None,None,None
add_600000001371,0.49,2,None,None,None
read_hidden_1_1x1_77_73,0.10,None,3,None,None
multiply_600000001239,0.47,2,None,None,None
add_600000001372,0.41,2,None,None,None
read_hidden_1_1x1_77_74,0.48,None,3,None,None
multiply_600000001240,0.26,2,None,None,None
add_600000001373,0.41,2,None,None,None
read_hidden_1_1x1_77_75,0.31,None,3,None,None
multiply_600000001241,0.27,2,None,None,None
add_600000001374,0.37,2,None,None,None
read_hidden_1_1x1_77_76,0.26,None,3,None,None
multiply_600000001242,0.17,2,None,None,None
add_600000001375,0.24,2,None,None,None
read_hidden_1_1x1_77_77,0.31,None,3,None,None
multiply_600000001243,0.33,2,None,None,None
add_600000001376,0.17,2,None,None,None
read_hidden_1_1x1_77_78,0.36,None,3,None,None
multiply_600000001244,0.12,2,None,None,None
add_600000001377,0.13,2,None,None,None
read_hidden_1_1x1_77_79,0.33,None,3,None,None
multiply_600000001245,0.10,2,None,None,None
add_600000001378,0.24,2,None,None,None
read_hidden_1_1x1_77_80,0.25,None,3,None,None
multiply_600000001246,0.40,2,None,None,None
add_600000001379,0.17,2,None,None,None
read_hidden_1_1x1_77_81,0.30,None,3,None,None
multiply_600000001247,0.19,2,None,None,None
add_600000001380,0.30,2,None,None,None
read_hidden_1_1x1_77_82,0.17,None,3,None,None
multiply_600000001248,0.13,2,None,None,None
add_600000001381,0.13,2,None,None,None
read_hidden_1_1x1_77_83,0.19,None,3,None,None
multiply_600000001249,0.43,2,None,None,None
add_600000001382,0.49,2,None,None,None
read_hidden_1_1x1_77_84,0.12,None,3,None,None
multiply_600000001250,0.11,2,None,None,None
add_600000001383,0.45,2,None,None,None
read_hidden_1_1x1_77_85,0.23,None,3,None,None
multiply_600000001251,0.20,2,None,None,None
add_600000001384,0.24,2,None,None,None
read_hidden_1_1x1_77_86,0.35,None,3,None,None
multiply_600000001252,0.49,2,None,None,None
add_600000001385,0.34,2,None,None,None
read_hidden_1_1x1_77_87,0.31,None,3,None,None
multiply_600000001253,0.32,2,None,None,None
add_600000001386,0.38,2,None,None,None
read_hidden_1_1x1_77_88,0.12,None,3,None,None
multiply_600000001254,0.35,2,None,None,None
add_600000001387,0.17,2,None,None,None
read_hidden_1_1x1_77_89,0.30,None,3,None,None
multiply_600000001255,0.23,2,None,None,None
add_600000001388,0.37,2,None,None,None
read_hidden_1_1x1_77_90,0.42,None,3,None,None
multiply_600000001256,0.31,2,None,None,None
add_600000001389,0.46,2,None,None,None
read_hidden_1_1x1_77_91,0.21,None,3,None,None
multiply_600000001257,0.38,2,None,None,None
add_600000001390,0.40,2,None,None,None
read_hidden_1_1x1_77_92,0.35,None,3,None,None
multiply_600000001258,0.48,2,None,None,None
add_600000001391,0.28,2,None,None,None
read_hidden_1_1x1_77_93,0.42,None,3,None,None
multiply_600000001259,0.15,2,None,None,None
add_600000001392,0.15,2,None,None,None
read_hidden_1_1x1_77_94,0.17,None,3,None,None
multiply_600000001260,0.17,2,None,None,None
add_600000001393,0.27,2,None,None,None
read_hidden_1_1x1_77_95,0.16,None,3,None,None
multiply_600000001261,0.23,2,None,None,None
add_600000001394,0.31,2,None,None,None
read_hidden_1_1x1_77_96,0.11,None,3,None,None
multiply_600000001262,0.31,2,None,None,None
add_600000001395,0.35,2,None,None,None
read_hidden_1_1x1_77_97,0.24,None,3,None,None
multiply_600000001263,0.49,2,None,None,None
add_600000001396,0.13,2,None,None,None
read_hidden_1_1x1_77_98,0.22,None,3,None,None
multiply_600000001264,0.11,2,None,None,None
add_600000001397,0.44,2,None,None,None
read_hidden_1_1x1_77_99,0.32,None,3,None,None
multiply_600000001265,0.39,2,None,None,None
add_600000001398,0.47,2,None,None,None
read_hidden_1_1x1_77_100,0.25,None,3,None,None
multiply_600000001266,0.13,2,None,None,None
add_600000001399,0.44,2,None,None,None
read_hidden_1_1x1_77_101,0.47,None,3,None,None
multiply_600000001267,0.18,2,None,None,None
add_600000001400,0.24,2,None,None,None
read_hidden_1_1x1_77_102,0.12,None,3,None,None
multiply_600000001268,0.34,2,None,None,None
add_600000001401,0.32,2,None,None,None
read_hidden_1_1x1_77_103,0.26,None,3,None,None
multiply_600000001269,0.27,2,None,None,None
add_600000001402,0.26,2,None,None,None
read_hidden_1_1x1_77_104,0.14,None,3,None,None
multiply_600000001270,0.46,2,None,None,None
add_600000001403,0.34,2,None,None,None
read_hidden_1_1x1_77_105,0.44,None,3,None,None
multiply_600000001271,0.49,2,None,None,None
add_600000001404,0.14,2,None,None,None
read_hidden_1_1x1_77_106,0.12,None,3,None,None
multiply_600000001272,0.41,2,None,None,None
add_600000001405,0.15,2,None,None,None
read_hidden_1_1x1_77_107,0.35,None,3,None,None
multiply_600000001273,0.42,2,None,None,None
add_600000001406,0.24,2,None,None,None
read_hidden_1_1x1_77_108,0.27,None,3,None,None
multiply_600000001274,0.40,2,None,None,None
add_600000001407,0.15,2,None,None,None
read_hidden_1_1x1_77_109,0.30,None,3,None,None
multiply_600000001275,0.22,2,None,None,None
add_600000001408,0.40,2,None,None,None
read_hidden_1_1x1_77_110,0.30,None,3,None,None
multiply_600000001276,0.31,2,None,None,None
add_600000001409,0.46,2,None,None,None
read_hidden_1_1x1_77_111,0.30,None,3,None,None
multiply_600000001277,0.21,2,None,None,None
add_600000001410,0.49,2,None,None,None
read_hidden_1_1x1_77_112,0.22,None,3,None,None
multiply_600000001278,0.27,2,None,None,None
add_600000001411,0.44,2,None,None,None
read_hidden_1_1x1_77_113,0.18,None,3,None,None
multiply_600000001279,0.24,2,None,None,None
add_600000001412,0.31,2,None,None,None
read_hidden_1_1x1_77_114,0.43,None,3,None,None
multiply_600000001280,0.28,2,None,None,None
add_600000001413,0.24,2,None,None,None
read_hidden_1_1x1_77_115,0.40,None,3,None,None
multiply_600000001281,0.17,2,None,None,None
add_600000001414,0.33,2,None,None,None
read_hidden_1_1x1_77_116,0.11,None,3,None,None
multiply_600000001282,0.49,2,None,None,None
add_600000001415,0.21,2,None,None,None
read_hidden_1_1x1_77_117,0.17,None,3,None,None
multiply_600000001283,0.36,2,None,None,None
add_600000001416,0.12,2,None,None,None
read_hidden_1_1x1_77_118,0.31,None,3,None,None
multiply_600000001284,0.27,2,None,None,None
add_600000001417,0.48,2,None,None,None
read_hidden_1_1x1_77_119,0.28,None,3,None,None
multiply_600000001285,0.24,2,None,None,None
add_600000001418,0.35,2,None,None,None
read_hidden_1_1x1_77_120,0.10,None,3,None,None
multiply_600000001286,0.41,2,None,None,None
add_600000001419,0.35,2,None,None,None
read_hidden_1_1x1_77_121,0.14,None,3,None,None
multiply_600000001287,0.36,2,None,None,None
add_600000001420,0.48,2,None,None,None
read_hidden_1_1x1_77_122,0.38,None,3,None,None
multiply_600000001288,0.19,2,None,None,None
add_600000001421,0.17,2,None,None,None
read_hidden_1_1x1_77_123,0.46,None,3,None,None
multiply_600000001289,0.20,2,None,None,None
add_600000001422,0.37,2,None,None,None
read_hidden_1_1x1_77_124,0.33,None,3,None,None
multiply_600000001290,0.32,2,None,None,None
add_600000001423,0.26,2,None,None,None
read_hidden_1_1x1_77_125,0.18,None,3,None,None
multiply_600000001291,0.29,2,None,None,None
add_600000001424,0.25,2,None,None,None
read_hidden_1_1x1_77_126,0.41,None,3,None,None
multiply_600000001292,0.18,2,None,None,None
read_hidden_1_1x1_77_127,0.28,None,3,None,None
multiply_600000001293,0.33,2,None,None,None
multiply_600000001294,0.49,2,None,None,None
add_600000001426,0.48,2,None,None,None
add_600000001552,0.25,2,None,None,None
add_600000001427,0.26,2,None,None,None
multiply_600000001295,0.39,2,None,None,None
add_600000001428,0.30,2,None,None,None
multiply_600000001296,0.14,2,None,None,None
add_600000001429,0.18,2,None,None,None
multiply_600000001297,0.25,2,None,None,None
add_600000001430,0.32,2,None,None,None
multiply_600000001298,0.37,2,None,None,None
add_600000001431,0.31,2,None,None,None
multiply_600000001299,0.40,2,None,None,None
add_600000001432,0.29,2,None,None,None
multiply_600000001300,0.11,2,None,None,None
add_600000001433,0.23,2,None,None,None
multiply_600000001301,0.30,2,None,None,None
add_600000001434,0.50,2,None,None,None
multiply_600000001302,0.32,2,None,None,None
add_600000001435,0.17,2,None,None,None
multiply_600000001303,0.37,2,None,None,None
add_600000001436,0.29,2,None,None,None
multiply_600000001304,0.12,2,None,None,None
add_600000001437,0.29,2,None,None,None
multiply_600000001305,0.35,2,None,None,None
add_600000001438,0.47,2,None,None,None
multiply_600000001306,0.14,2,None,None,None
add_600000001439,0.28,2,None,None,None
multiply_600000001307,0.36,2,None,None,None
add_600000001440,0.36,2,None,None,None
multiply_600000001308,0.12,2,None,None,None
add_600000001441,0.28,2,None,None,None
multiply_600000001309,0.39,2,None,None,None
add_600000001442,0.15,2,None,None,None
multiply_600000001310,0.48,2,None,None,None
add_600000001443,0.45,2,None,None,None
multiply_600000001311,0.23,2,None,None,None
add_600000001444,0.14,2,None,None,None
multiply_600000001312,0.47,2,None,None,None
add_600000001445,0.22,2,None,None,None
multiply_600000001313,0.32,2,None,None,None
add_600000001446,0.17,2,None,None,None
multiply_600000001314,0.47,2,None,None,None
add_600000001447,0.46,2,None,None,None
multiply_600000001315,0.17,2,None,None,None
add_600000001448,0.20,2,None,None,None
multiply_600000001316,0.17,2,None,None,None
add_600000001449,0.30,2,None,None,None
multiply_600000001317,0.43,2,None,None,None
add_600000001450,0.26,2,None,None,None
multiply_600000001318,0.10,2,None,None,None
add_600000001451,0.44,2,None,None,None
multiply_600000001319,0.42,2,None,None,None
add_600000001452,0.49,2,None,None,None
multiply_600000001320,0.42,2,None,None,None
add_600000001453,0.30,2,None,None,None
multiply_600000001321,0.36,2,None,None,None
add_600000001454,0.36,2,None,None,None
multiply_600000001322,0.35,2,None,None,None
add_600000001455,0.27,2,None,None,None
multiply_600000001323,0.27,2,None,None,None
add_600000001456,0.30,2,None,None,None
multiply_600000001324,0.31,2,None,None,None
add_600000001457,0.19,2,None,None,None
multiply_600000001325,0.41,2,None,None,None
add_600000001458,0.18,2,None,None,None
multiply_600000001326,0.29,2,None,None,None
add_600000001459,0.26,2,None,None,None
multiply_600000001327,0.35,2,None,None,None
add_600000001460,0.28,2,None,None,None
multiply_600000001328,0.18,2,None,None,None
add_600000001461,0.14,2,None,None,None
multiply_600000001329,0.38,2,None,None,None
add_600000001462,0.20,2,None,None,None
multiply_600000001330,0.35,2,None,None,None
add_600000001463,0.37,2,None,None,None
multiply_600000001331,0.24,2,None,None,None
add_600000001464,0.27,2,None,None,None
multiply_600000001332,0.31,2,None,None,None
add_600000001465,0.34,2,None,None,None
multiply_600000001333,0.23,2,None,None,None
add_600000001466,0.31,2,None,None,None
multiply_600000001334,0.46,2,None,None,None
add_600000001467,0.46,2,None,None,None
multiply_600000001335,0.19,2,None,None,None
add_600000001468,0.47,2,None,None,None
multiply_600000001336,0.35,2,None,None,None
add_600000001469,0.18,2,None,None,None
multiply_600000001337,0.27,2,None,None,None
add_600000001470,0.18,2,None,None,None
multiply_600000001338,0.12,2,None,None,None
add_600000001471,0.16,2,None,None,None
multiply_600000001339,0.21,2,None,None,None
add_600000001472,0.35,2,None,None,None
multiply_600000001340,0.28,2,None,None,None
add_600000001473,0.33,2,None,None,None
multiply_600000001341,0.44,2,None,None,None
add_600000001474,0.21,2,None,None,None
multiply_600000001342,0.10,2,None,None,None
add_600000001475,0.11,2,None,None,None
multiply_600000001343,0.34,2,None,None,None
add_600000001476,0.46,2,None,None,None
multiply_600000001344,0.19,2,None,None,None
add_600000001477,0.26,2,None,None,None
multiply_600000001345,0.18,2,None,None,None
add_600000001478,0.39,2,None,None,None
multiply_600000001346,0.13,2,None,None,None
add_600000001479,0.36,2,None,None,None
multiply_600000001347,0.34,2,None,None,None
add_600000001480,0.29,2,None,None,None
multiply_600000001348,0.15,2,None,None,None
add_600000001481,0.21,2,None,None,None
multiply_600000001349,0.43,2,None,None,None
add_600000001482,0.34,2,None,None,None
multiply_600000001350,0.37,2,None,None,None
add_600000001483,0.26,2,None,None,None
multiply_600000001351,0.26,2,None,None,None
add_600000001484,0.29,2,None,None,None
multiply_600000001352,0.22,2,None,None,None
add_600000001485,0.32,2,None,None,None
multiply_600000001353,0.25,2,None,None,None
add_600000001486,0.12,2,None,None,None
multiply_600000001354,0.11,2,None,None,None
add_600000001487,0.43,2,None,None,None
multiply_600000001355,0.27,2,None,None,None
add_600000001488,0.22,2,None,None,None
multiply_600000001356,0.27,2,None,None,None
add_600000001489,0.37,2,None,None,None
multiply_600000001357,0.43,2,None,None,None
add_600000001490,0.32,2,None,None,None
multiply_600000001358,0.44,2,None,None,None
add_600000001491,0.13,2,None,None,None
multiply_600000001359,0.15,2,None,None,None
add_600000001492,0.37,2,None,None,None
multiply_600000001360,0.48,2,None,None,None
add_600000001493,0.19,2,None,None,None
multiply_600000001361,0.49,2,None,None,None
add_600000001494,0.29,2,None,None,None
multiply_600000001362,0.48,2,None,None,None
add_600000001495,0.12,2,None,None,None
multiply_600000001363,0.11,2,None,None,None
add_600000001496,0.29,2,None,None,None
multiply_600000001364,0.32,2,None,None,None
add_600000001497,0.27,2,None,None,None
multiply_600000001365,0.44,2,None,None,None
add_600000001498,0.35,2,None,None,None
multiply_600000001366,0.16,2,None,None,None
add_600000001499,0.39,2,None,None,None
multiply_600000001367,0.26,2,None,None,None
add_600000001500,0.17,2,None,None,None
multiply_600000001368,0.22,2,None,None,None
add_600000001501,0.41,2,None,None,None
multiply_600000001369,0.35,2,None,None,None
add_600000001502,0.32,2,None,None,None
multiply_600000001370,0.27,2,None,None,None
add_600000001503,0.29,2,None,None,None
multiply_600000001371,0.47,2,None,None,None
add_600000001504,0.20,2,None,None,None
multiply_600000001372,0.30,2,None,None,None
add_600000001505,0.32,2,None,None,None
multiply_600000001373,0.38,2,None,None,None
add_600000001506,0.41,2,None,None,None
multiply_600000001374,0.20,2,None,None,None
add_600000001507,0.18,2,None,None,None
multiply_600000001375,0.24,2,None,None,None
add_600000001508,0.43,2,None,None,None
multiply_600000001376,0.46,2,None,None,None
add_600000001509,0.18,2,None,None,None
multiply_600000001377,0.16,2,None,None,None
add_600000001510,0.33,2,None,None,None
multiply_600000001378,0.42,2,None,None,None
add_600000001511,0.21,2,None,None,None
multiply_600000001379,0.47,2,None,None,None
add_600000001512,0.31,2,None,None,None
multiply_600000001380,0.23,2,None,None,None
add_600000001513,0.11,2,None,None,None
multiply_600000001381,0.41,2,None,None,None
add_600000001514,0.45,2,None,None,None
multiply_600000001382,0.35,2,None,None,None
add_600000001515,0.31,2,None,None,None
multiply_600000001383,0.21,2,None,None,None
add_600000001516,0.43,2,None,None,None
multiply_600000001384,0.32,2,None,None,None
add_600000001517,0.43,2,None,None,None
multiply_600000001385,0.15,2,None,None,None
add_600000001518,0.33,2,None,None,None
multiply_600000001386,0.34,2,None,None,None
add_600000001519,0.49,2,None,None,None
multiply_600000001387,0.33,2,None,None,None
add_600000001520,0.37,2,None,None,None
multiply_600000001388,0.24,2,None,None,None
add_600000001521,0.47,2,None,None,None
multiply_600000001389,0.32,2,None,None,None
add_600000001522,0.10,2,None,None,None
multiply_600000001390,0.20,2,None,None,None
add_600000001523,0.14,2,None,None,None
multiply_600000001391,0.36,2,None,None,None
add_600000001524,0.13,2,None,None,None
multiply_600000001392,0.15,2,None,None,None
add_600000001525,0.14,2,None,None,None
multiply_600000001393,0.41,2,None,None,None
add_600000001526,0.39,2,None,None,None
multiply_600000001394,0.24,2,None,None,None
add_600000001527,0.48,2,None,None,None
multiply_600000001395,0.14,2,None,None,None
add_600000001528,0.22,2,None,None,None
multiply_600000001396,0.19,2,None,None,None
add_600000001529,0.33,2,None,None,None
multiply_600000001397,0.17,2,None,None,None
add_600000001530,0.39,2,None,None,None
multiply_600000001398,0.15,2,None,None,None
add_600000001531,0.36,2,None,None,None
multiply_600000001399,0.20,2,None,None,None
add_600000001532,0.22,2,None,None,None
multiply_600000001400,0.33,2,None,None,None
add_600000001533,0.11,2,None,None,None
multiply_600000001401,0.25,2,None,None,None
add_600000001534,0.23,2,None,None,None
multiply_600000001402,0.23,2,None,None,None
add_600000001535,0.14,2,None,None,None
multiply_600000001403,0.38,2,None,None,None
add_600000001536,0.13,2,None,None,None
multiply_600000001404,0.18,2,None,None,None
add_600000001537,0.28,2,None,None,None
multiply_600000001405,0.39,2,None,None,None
add_600000001538,0.16,2,None,None,None
multiply_600000001406,0.45,2,None,None,None
add_600000001539,0.19,2,None,None,None
multiply_600000001407,0.24,2,None,None,None
add_600000001540,0.49,2,None,None,None
multiply_600000001408,0.37,2,None,None,None
add_600000001541,0.29,2,None,None,None
multiply_600000001409,0.26,2,None,None,None
add_600000001542,0.29,2,None,None,None
multiply_600000001410,0.29,2,None,None,None
add_600000001543,0.32,2,None,None,None
multiply_600000001411,0.21,2,None,None,None
add_600000001544,0.13,2,None,None,None
multiply_600000001412,0.44,2,None,None,None
add_600000001545,0.16,2,None,None,None
multiply_600000001413,0.19,2,None,None,None
add_600000001546,0.29,2,None,None,None
multiply_600000001414,0.47,2,None,None,None
add_600000001547,0.41,2,None,None,None
multiply_600000001415,0.11,2,None,None,None
add_600000001548,0.49,2,None,None,None
multiply_600000001416,0.26,2,None,None,None
add_600000001549,0.48,2,None,None,None
multiply_600000001417,0.43,2,None,None,None
add_600000001550,0.17,2,None,None,None
multiply_600000001418,0.48,2,None,None,None
add_600000001551,0.20,2,None,None,None
multiply_600000001419,0.35,2,None,None,None
multiply_600000001420,0.44,2,None,None,None
multiply_600000001421,0.20,2,None,None,None
add_600000001553,0.39,2,None,None,None
add_600000001679,0.19,2,None,None,None
add_600000001554,0.46,2,None,None,None
multiply_600000001422,0.38,2,None,None,None
add_600000001555,0.40,2,None,None,None
multiply_600000001423,0.25,2,None,None,None
add_600000001556,0.41,2,None,None,None
multiply_600000001424,0.31,2,None,None,None
add_600000001557,0.37,2,None,None,None
multiply_600000001425,0.48,2,None,None,None
add_600000001558,0.20,2,None,None,None
multiply_600000001426,0.48,2,None,None,None
add_600000001559,0.39,2,None,None,None
multiply_600000001427,0.24,2,None,None,None
add_600000001560,0.23,2,None,None,None
multiply_600000001428,0.47,2,None,None,None
add_600000001561,0.42,2,None,None,None
multiply_600000001429,0.41,2,None,None,None
add_600000001562,0.39,2,None,None,None
multiply_600000001430,0.20,2,None,None,None
add_600000001563,0.42,2,None,None,None
multiply_600000001431,0.20,2,None,None,None
add_600000001564,0.41,2,None,None,None
multiply_600000001432,0.13,2,None,None,None
add_600000001565,0.43,2,None,None,None
multiply_600000001433,0.40,2,None,None,None
add_600000001566,0.45,2,None,None,None
multiply_600000001434,0.41,2,None,None,None
add_600000001567,0.39,2,None,None,None
multiply_600000001435,0.36,2,None,None,None
add_600000001568,0.40,2,None,None,None
multiply_600000001436,0.33,2,None,None,None
add_600000001569,0.25,2,None,None,None
multiply_600000001437,0.12,2,None,None,None
add_600000001570,0.34,2,None,None,None
multiply_600000001438,0.50,2,None,None,None
add_600000001571,0.28,2,None,None,None
multiply_600000001439,0.37,2,None,None,None
add_600000001572,0.36,2,None,None,None
multiply_600000001440,0.18,2,None,None,None
add_600000001573,0.40,2,None,None,None
multiply_600000001441,0.37,2,None,None,None
add_600000001574,0.12,2,None,None,None
multiply_600000001442,0.44,2,None,None,None
add_600000001575,0.26,2,None,None,None
multiply_600000001443,0.26,2,None,None,None
add_600000001576,0.37,2,None,None,None
multiply_600000001444,0.11,2,None,None,None
add_600000001577,0.24,2,None,None,None
multiply_600000001445,0.18,2,None,None,None
add_600000001578,0.34,2,None,None,None
multiply_600000001446,0.47,2,None,None,None
add_600000001579,0.18,2,None,None,None
multiply_600000001447,0.19,2,None,None,None
add_600000001580,0.38,2,None,None,None
multiply_600000001448,0.45,2,None,None,None
add_600000001581,0.39,2,None,None,None
multiply_600000001449,0.43,2,None,None,None
add_600000001582,0.11,2,None,None,None
multiply_600000001450,0.15,2,None,None,None
add_600000001583,0.20,2,None,None,None
multiply_600000001451,0.13,2,None,None,None
add_600000001584,0.48,2,None,None,None
multiply_600000001452,0.30,2,None,None,None
add_600000001585,0.16,2,None,None,None
multiply_600000001453,0.50,2,None,None,None
add_600000001586,0.24,2,None,None,None
multiply_600000001454,0.43,2,None,None,None
add_600000001587,0.48,2,None,None,None
multiply_600000001455,0.46,2,None,None,None
add_600000001588,0.35,2,None,None,None
multiply_600000001456,0.17,2,None,None,None
add_600000001589,0.49,2,None,None,None
multiply_600000001457,0.14,2,None,None,None
add_600000001590,0.13,2,None,None,None
multiply_600000001458,0.31,2,None,None,None
add_600000001591,0.20,2,None,None,None
multiply_600000001459,0.10,2,None,None,None
add_600000001592,0.19,2,None,None,None
multiply_600000001460,0.18,2,None,None,None
add_600000001593,0.34,2,None,None,None
multiply_600000001461,0.44,2,None,None,None
add_600000001594,0.36,2,None,None,None
multiply_600000001462,0.40,2,None,None,None
add_600000001595,0.38,2,None,None,None
multiply_600000001463,0.38,2,None,None,None
add_600000001596,0.38,2,None,None,None
multiply_600000001464,0.15,2,None,None,None
add_600000001597,0.42,2,None,None,None
multiply_600000001465,0.37,2,None,None,None
add_600000001598,0.37,2,None,None,None
multiply_600000001466,0.24,2,None,None,None
add_600000001599,0.23,2,None,None,None
multiply_600000001467,0.41,2,None,None,None
add_600000001600,0.13,2,None,None,None
multiply_600000001468,0.47,2,None,None,None
add_600000001601,0.34,2,None,None,None
multiply_600000001469,0.17,2,None,None,None
add_600000001602,0.45,2,None,None,None
multiply_600000001470,0.48,2,None,None,None
add_600000001603,0.49,2,None,None,None
